date,sku,units_sold,promo_flag
2026-05-18,GRP-1003,7,0
2026-05-25,GRP-1003,15,0
2026-06-01,GRP-1003,5,0
2026-06-08,GRP-1003,9,0
2024-12-16,ELE-1081,34,0
2024-12-23,ELE-1081,29,0
2024-12-30,ELE-1081,30,0
2025-01-06,ELE-1081,16,0
2025-01-13,ELE-1081,24,0
2025-01-20,ELE-1081,36,0
2025-01-27,ELE-1081,31,0
2025-02-03,ELE-1081,34,0
2025-02-10,ELE-1081,19,0
2025-02-17,ELE-1081,25,0
2025-02-24,ELE-1081,23,0
2025-03-03,ELE-1081,28,0
2025-03-10,ELE-1081,24,0
2025-03-17,ELE-1081,24,0
2025-03-24,ELE-1081,15,0
2025-03-31,ELE-1081,23,0
2025-04-07,ELE-1081,22,0
2025-04-14,ELE-1081,44,1
2025-04-21,ELE-1081,23,0
2025-04-28,ELE-1081,34,1
2025-05-05,ELE-1081,20,0
2025-05-12,ELE-1081,21,0
2025-05-19,ELE-1081,18,0
2025-05-26,ELE-1081,17,0
2025-06-02,ELE-1081,15,0
2025-06-09,ELE-1081,19,0
2025-06-16,ELE-1081,24,0
2025-06-23,ELE-1081,43,1
2025-06-30,ELE-1081,17,0
2025-07-07,ELE-1081,34,1
2025-07-14,ELE-1081,23,0
2025-07-21,ELE-1081,18,0
2025-07-28,ELE-1081,26,0
2025-08-04,ELE-1081,28,0
2025-08-11,ELE-1081,28,0
2025-08-18,ELE-1081,23,0
2025-08-25,ELE-1081,23,0
2025-09-01,ELE-1081,25,0
2025-09-08,ELE-1081,17,0
2025-09-15,ELE-1081,32,0
2025-09-22,ELE-1081,24,0
2025-09-29,ELE-1081,22,0
2025-10-06,ELE-1081,41,0
2025-10-13,ELE-1081,30,0
2025-10-20,ELE-1081,37,0
2025-10-27,ELE-1081,29,0
2025-11-03,ELE-1081,52,1
2025-11-10,ELE-1081,27,0
2025-11-17,ELE-1081,28,0
2025-11-24,ELE-1081,38,0
2025-12-01,ELE-1081,29,0
2025-12-08,ELE-1081,32,0
2025-12-15,ELE-1081,63,1
2025-12-22,ELE-1081,20,0
2025-12-29,ELE-1081,22,0
2026-01-05,ELE-1081,27,0
2026-01-12,ELE-1081,26,0
2026-01-19,ELE-1081,19,0
2026-01-26,ELE-1081,19,0
2026-02-02,ELE-1081,27,0
2026-02-09,ELE-1081,18,0
2026-02-16,ELE-1081,19,0
2026-02-23,ELE-1081,15,0
2026-03-02,ELE-1081,24,0
2026-03-09,ELE-1081,21,0
2026-03-16,ELE-1081,16,0
2026-03-23,ELE-1081,25,0
2026-03-30,ELE-1081,16,0
2026-04-06,ELE-1081,19,0
2026-04-13,ELE-1081,17,0
2026-04-20,ELE-1081,18,0
2026-04-27,ELE-1081,13,0
2026-05-04,ELE-1081,13,0
2026-05-11,ELE-1081,18,0
2026-05-18,ELE-1081,22,0
2026-05-25,ELE-1081,20,0
2026-06-01,ELE-1081,18,0
2026-06-08,ELE-1081,17,0
2024-12-16,GRP-1056,24,0
2024-12-23,GRP-1056,33,0
2024-12-30,GRP-1056,26,0
2025-01-06,GRP-1056,15,0
2025-01-13,GRP-1056,28,0
2025-01-20,GRP-1056,18,0
2025-01-27,GRP-1056,25,0
2025-02-03,GRP-1056,15,0
2025-02-10,GRP-1056,33,0
2025-02-17,GRP-1056,27,1
2025-02-24,GRP-1056,31,1
2025-03-03,GRP-1056,14,0
2025-03-10,GRP-1056,17,0
2025-03-17,GRP-1056,18,0
2025-03-24,GRP-1056,24,1
2025-03-31,GRP-1056,13,0
2025-04-07,GRP-1056,17,0
2025-04-14,GRP-1056,16,0
2025-04-21,GRP-1056,22,0
2025-04-28,GRP-1056,17,0
2025-05-05,GRP-1056,16,0
2025-05-12,GRP-1056,9,0
2025-05-19,GRP-1056,23,0
2025-05-26,GRP-1056,16,0
2025-06-02,GRP-1056,23,0
2025-06-09,GRP-1056,21,0
2025-06-16,GRP-1056,22,0
2025-06-23,GRP-1056,17,0
2025-06-30,GRP-1056,25,1
2025-07-07,GRP-1056,12,0
2025-07-14,GRP-1056,20,0
2025-07-21,GRP-1056,29,0
2025-07-28,GRP-1056,25,0
2025-08-04,GRP-1056,28,0
2025-08-11,GRP-1056,22,0
2025-08-18,GRP-1056,21,0
2025-08-25,GRP-1056,18,0
2025-09-01,GRP-1056,35,0
2025-09-08,GRP-1056,38,0
2025-09-15,GRP-1056,22,0
2025-09-22,GRP-1056,33,0
2025-09-29,GRP-1056,30,0
2025-10-06,GRP-1056,44,0
2025-10-13,GRP-1056,30,0
2025-10-20,GRP-1056,29,0
2025-10-27,GRP-1056,44,0
2025-11-03,GRP-1056,41,0
2025-11-10,GRP-1056,37,0
2025-11-17,GRP-1056,39,0
2025-11-24,GRP-1056,34,0
2025-12-01,GRP-1056,53,1
2025-12-08,GRP-1056,26,0
2025-12-15,GRP-1056,30,0
2025-12-22,GRP-1056,45,1
2025-12-29,GRP-1056,22,0
2026-01-05,GRP-1056,19,0
2026-01-12,GRP-1056,23,0
2026-01-19,GRP-1056,27,0
2026-01-26,GRP-1056,22,0
2026-02-02,GRP-1056,17,0
2026-02-09,GRP-1056,17,0
2026-02-16,GRP-1056,20,0
2026-02-23,GRP-1056,27,0
2026-03-02,GRP-1056,32,1
2026-03-09,GRP-1056,18,0
2026-03-16,GRP-1056,19,0
2026-03-23,GRP-1056,19,0
2026-03-30,GRP-1056,12,0
2026-04-06,GRP-1056,35,1
2026-04-13,GRP-1056,13,0
2026-04-20,GRP-1056,20,0
2026-04-27,GRP-1056,41,1
2026-05-04,GRP-1056,15,0
2026-05-11,GRP-1056,43,1
2026-05-18,GRP-1056,15,0
2026-05-25,GRP-1056,20,0
2026-06-01,GRP-1056,20,0
2026-06-08,GRP-1056,23,0
2024-12-16,CHN-1059,29,0
2024-12-23,CHN-1059,31,0
2024-12-30,CHN-1059,26,0
2025-01-06,CHN-1059,38,0
2025-01-13,CHN-1059,28,0
2025-01-20,CHN-1059,37,0
2025-01-27,CHN-1059,36,0
2025-02-03,CHN-1059,41,0
2025-02-10,CHN-1059,27,0
2025-02-17,CHN-1059,37,0
2025-02-24,CHN-1059,34,0
2025-03-03,CHN-1059,36,0
2025-03-10,CHN-1059,43,0
2025-03-17,CHN-1059,45,0
2025-03-24,CHN-1059,79,1
2025-03-31,CHN-1059,79,1
2025-04-07,CHN-1059,44,0
2025-04-14,CHN-1059,40,0
2025-04-21,CHN-1059,40,0
2025-04-28,CHN-1059,43,0
2025-05-05,CHN-1059,44,0
2025-05-12,CHN-1059,48,0
2025-05-19,CHN-1059,36,0
2025-05-26,CHN-1059,41,0
2025-06-02,CHN-1059,33,0
2025-06-09,CHN-1059,43,0
2025-06-16,CHN-1059,37,0
2025-06-23,CHN-1059,44,0
2025-06-30,CHN-1059,36,0
2025-07-07,CHN-1059,45,0
2025-07-14,CHN-1059,72,1
2025-07-21,CHN-1059,34,0
2025-07-28,CHN-1059,86,1
2025-08-04,CHN-1059,49,0
2025-08-11,CHN-1059,59,1
2025-08-18,CHN-1059,29,0
2025-08-25,CHN-1059,57,1
2025-09-01,CHN-1059,41,0
2025-09-08,CHN-1059,38,0
2025-09-15,CHN-1059,41,0
2025-09-22,CHN-1059,86,1
2025-09-29,CHN-1059,29,0
2025-10-06,CHN-1059,31,0
2025-10-13,CHN-1059,37,0
2025-10-20,CHN-1059,36,0
2025-10-27,CHN-1059,75,1
2025-11-03,CHN-1059,36,0
2025-11-10,CHN-1059,34,0
2025-11-17,CHN-1059,36,0
2025-11-24,CHN-1059,29,0
2025-12-01,CHN-1059,24,0
2025-12-08,CHN-1059,34,1
2025-12-15,CHN-1059,30,0
2025-12-22,CHN-1059,28,0
2025-12-29,CHN-1059,64,1
2026-01-05,CHN-1059,40,0
2026-01-12,CHN-1059,39,0
2026-01-19,CHN-1059,33,0
2026-01-26,CHN-1059,55,1
2026-02-02,CHN-1059,48,0
2026-02-09,CHN-1059,35,0
2026-02-16,CHN-1059,33,0
2026-02-23,CHN-1059,40,0
2026-03-02,CHN-1059,46,0
2026-03-09,CHN-1059,92,1
2026-03-16,CHN-1059,71,1
2026-03-23,CHN-1059,35,0
2026-03-30,CHN-1059,37,0
2026-04-06,CHN-1059,41,0
2026-04-13,CHN-1059,35,0
2026-04-20,CHN-1059,75,1
2026-04-27,CHN-1059,52,0
2026-05-04,CHN-1059,53,1
2026-05-11,CHN-1059,48,0
2026-05-18,CHN-1059,41,0
2026-05-25,CHN-1059,46,0
2026-06-01,CHN-1059,43,0
2026-06-08,CHN-1059,96,1
2024-12-16,CHN-1048,26,0
2024-12-23,CHN-1048,16,0
2024-12-30,CHN-1048,14,0
2025-01-06,CHN-1048,30,0
2025-01-13,CHN-1048,21,0
2025-01-20,CHN-1048,54,1
2025-01-27,CHN-1048,20,0
2025-02-03,CHN-1048,23,0
2025-02-10,CHN-1048,18,0
2025-02-17,CHN-1048,20,0
2025-02-24,CHN-1048,23,0
2025-03-03,CHN-1048,48,1
2025-03-10,CHN-1048,16,0
2025-03-17,CHN-1048,31,0
2025-03-24,CHN-1048,28,0
2025-03-31,CHN-1048,38,1
2025-04-07,CHN-1048,26,0
2025-04-14,CHN-1048,36,0
2025-04-21,CHN-1048,39,0
2025-04-28,CHN-1048,26,0
2025-05-05,CHN-1048,41,0
2025-05-12,CHN-1048,29,0
2025-05-19,CHN-1048,31,0
2025-05-26,CHN-1048,49,0
2025-06-02,CHN-1048,53,0
2025-06-09,CHN-1048,26,0
2025-06-16,CHN-1048,60,1
2025-06-23,CHN-1048,42,0
2025-06-30,CHN-1048,22,0
2025-07-07,CHN-1048,35,0
2025-07-14,CHN-1048,34,0
2025-07-21,CHN-1048,45,0
2025-07-28,CHN-1048,40,0
2025-08-04,CHN-1048,64,1
2025-08-11,CHN-1048,29,0
2025-08-18,CHN-1048,29,0
2025-08-25,CHN-1048,62,1
2025-09-01,CHN-1048,31,0
2025-09-08,CHN-1048,29,0
2025-09-15,CHN-1048,51,0
2025-09-22,CHN-1048,34,0
2025-09-29,CHN-1048,35,0
2025-10-06,CHN-1048,51,0
2025-10-13,CHN-1048,43,0
2025-10-20,CHN-1048,33,0
2025-10-27,CHN-1048,38,0
2025-11-03,CHN-1048,38,0
2025-11-10,CHN-1048,40,0
2025-11-17,CHN-1048,17,0
2025-11-24,CHN-1048,45,0
2025-12-01,CHN-1048,33,0
2025-12-08,CHN-1048,31,0
2025-12-15,CHN-1048,34,0
2025-12-22,CHN-1048,37,1
2025-12-29,CHN-1048,28,0
2026-01-05,CHN-1048,22,0
2026-01-12,CHN-1048,23,0
2026-01-19,CHN-1048,43,1
2026-01-26,CHN-1048,31,0
2026-02-02,CHN-1048,42,1
2026-02-09,CHN-1048,26,0
2026-02-16,CHN-1048,24,0
2026-02-23,CHN-1048,36,0
2026-03-02,CHN-1048,33,0
2026-03-09,CHN-1048,23,0
2026-03-16,CHN-1048,27,0
2026-03-23,CHN-1048,35,0
2026-03-30,CHN-1048,27,0
2026-04-06,CHN-1048,38,0
2026-04-13,CHN-1048,30,0
2026-04-20,CHN-1048,47,0
2026-04-27,CHN-1048,44,0
2026-05-04,CHN-1048,46,0
2026-05-11,CHN-1048,36,0
2026-05-18,CHN-1048,36,0
2026-05-25,CHN-1048,44,0
2026-06-01,CHN-1048,25,0
2026-06-08,CHN-1048,45,0
2024-12-16,OIL-1006,11,0
2024-12-23,OIL-1006,10,0
2024-12-30,OIL-1006,20,1
2025-01-06,OIL-1006,11,0
2025-01-13,OIL-1006,7,0
2025-01-20,OIL-1006,8,0
2025-01-27,OIL-1006,9,0
2025-02-03,OIL-1006,11,0
2025-02-10,OIL-1006,10,0
2025-02-17,OIL-1006,9,0
2025-02-24,OIL-1006,12,1
2025-03-03,OIL-1006,18,1
2025-03-10,OIL-1006,11,0
2025-03-17,OIL-1006,16,0
2025-03-24,OIL-1006,13,0
2025-03-31,OIL-1006,12,0
2025-04-07,OIL-1006,5,0
2025-04-14,OIL-1006,7,0
2025-04-21,OIL-1006,5,0
2025-04-28,OIL-1006,10,0
2025-05-05,OIL-1006,3,0
2025-05-12,OIL-1006,7,0
2025-05-19,OIL-1006,12,0
2025-05-26,OIL-1006,12,0
2025-06-02,OIL-1006,12,0
2025-06-09,OIL-1006,5,0
2025-06-16,OIL-1006,10,0
2025-06-23,OIL-1006,9,0
2025-06-30,OIL-1006,6,0
2025-07-07,OIL-1006,12,0
2025-07-14,OIL-1006,14,0
2025-07-21,OIL-1006,22,1
2025-07-28,OIL-1006,8,0
2025-08-04,OIL-1006,16,0
2025-08-11,OIL-1006,9,0
2025-08-18,OIL-1006,10,0
2025-08-25,OIL-1006,9,0
2025-09-01,OIL-1006,12,0
2025-09-08,OIL-1006,12,0
2025-09-15,OIL-1006,7,0
2025-09-22,OIL-1006,12,0
2025-09-29,OIL-1006,12,0
2025-10-06,OIL-1006,23,1
2025-10-13,OIL-1006,28,1
2025-10-20,OIL-1006,25,0
2025-10-27,OIL-1006,21,0
2025-11-03,OIL-1006,26,0
2025-11-10,OIL-1006,17,0
2025-11-17,OIL-1006,20,0
2025-11-24,OIL-1006,19,0
2025-12-01,OIL-1006,17,0
2025-12-08,OIL-1006,28,0
2025-12-15,OIL-1006,16,0
2025-12-22,OIL-1006,13,0
2025-12-29,OIL-1006,13,0
2026-01-05,OIL-1006,23,0
2026-01-12,OIL-1006,22,0
2026-01-19,OIL-1006,14,0
2026-01-26,OIL-1006,15,0
2026-02-02,OIL-1006,23,0
2026-02-09,OIL-1006,42,1
2026-02-16,OIL-1006,18,0
2026-02-23,OIL-1006,20,0
2026-03-02,OIL-1006,38,1
2026-03-09,OIL-1006,15,0
2026-03-16,OIL-1006,22,0
2026-03-23,OIL-1006,36,1
2026-03-30,OIL-1006,18,0
2026-04-06,OIL-1006,19,0
2026-04-13,OIL-1006,13,0
2026-04-20,OIL-1006,28,1
2026-04-27,OIL-1006,21,0
2026-05-04,OIL-1006,14,0
2026-05-11,OIL-1006,19,0
2026-05-18,OIL-1006,12,0
2026-05-25,OIL-1006,13,0
2026-06-01,OIL-1006,6,0
2026-06-08,OIL-1006,14,0
2024-12-16,BRK-1083,62,0
2024-12-23,BRK-1083,53,0
2024-12-30,BRK-1083,58,0
2025-01-06,BRK-1083,66,0
2025-01-13,BRK-1083,64,0
2025-01-20,BRK-1083,67,0
2025-01-27,BRK-1083,50,0
2025-02-03,BRK-1083,60,0
2025-02-10,BRK-1083,37,0
2025-02-17,BRK-1083,101,1
2025-02-24,BRK-1083,45,0
2025-03-03,BRK-1083,46,0
2025-03-10,BRK-1083,40,0
2025-03-17,BRK-1083,49,0
2025-03-24,BRK-1083,44,0
2025-03-31,BRK-1083,30,0
2025-04-07,BRK-1083,37,0
2025-04-14,BRK-1083,36,0
2025-04-21,BRK-1083,32,0
2025-04-28,BRK-1083,47,0
2025-05-05,BRK-1083,41,0
2025-05-12,BRK-1083,41,0
2025-05-19,BRK-1083,44,0
2025-05-26,BRK-1083,97,1
2025-06-02,BRK-1083,43,0
2025-06-09,BRK-1083,44,0
2025-06-16,BRK-1083,50,0
2025-06-23,BRK-1083,112,1
2025-06-30,BRK-1083,60,0
2025-07-07,BRK-1083,61,0
2025-07-14,BRK-1083,105,1
2025-07-21,BRK-1083,59,0
2025-07-28,BRK-1083,63,0
2025-08-04,BRK-1083,53,0
2025-08-11,BRK-1083,56,0
2025-08-18,BRK-1083,56,0
2025-08-25,BRK-1083,103,1
2025-09-01,BRK-1083,58,0
2025-09-08,BRK-1083,61,0
2025-09-15,BRK-1083,58,0
2025-09-22,BRK-1083,116,1
2025-09-29,BRK-1083,70,0
2025-10-06,BRK-1083,92,0
2025-10-13,BRK-1083,94,0
2025-10-20,BRK-1083,98,0
2025-10-27,BRK-1083,128,1
2025-11-03,BRK-1083,93,0
2025-11-10,BRK-1083,85,0
2025-11-17,BRK-1083,95,0
2025-11-24,BRK-1083,92,0
2025-12-01,BRK-1083,73,0
2025-12-08,BRK-1083,69,0
2025-12-15,BRK-1083,57,0
2025-12-22,BRK-1083,64,0
2025-12-29,BRK-1083,66,0
2026-01-05,BRK-1083,63,0
2026-01-12,BRK-1083,64,0
2026-01-19,BRK-1083,60,0
2026-01-26,BRK-1083,130,1
2026-02-02,BRK-1083,104,1
2026-02-09,BRK-1083,57,0
2026-02-16,BRK-1083,52,0
2026-02-23,BRK-1083,63,0
2026-03-02,BRK-1083,49,0
2026-03-09,BRK-1083,55,0
2026-03-16,BRK-1083,42,0
2026-03-23,BRK-1083,52,0
2026-03-30,BRK-1083,55,0
2026-04-06,BRK-1083,56,0
2026-04-13,BRK-1083,38,0
2026-04-20,BRK-1083,55,0
2026-04-27,BRK-1083,115,1
2026-05-04,BRK-1083,55,0
2026-05-11,BRK-1083,35,0
2026-05-18,BRK-1083,68,0
2026-05-25,BRK-1083,48,0
2026-06-01,BRK-1083,49,0
2026-06-08,BRK-1083,56,0
2024-12-16,BRK-1092,24,0
2024-12-23,BRK-1092,26,0
2024-12-30,BRK-1092,25,0
2025-01-06,BRK-1092,28,0
2025-01-13,BRK-1092,28,0
2025-01-20,BRK-1092,22,0
2025-01-27,BRK-1092,24,0
2025-02-03,BRK-1092,24,0
2025-02-10,BRK-1092,26,0
2025-02-17,BRK-1092,29,0
2025-02-24,BRK-1092,33,0
2025-03-03,BRK-1092,49,1
2025-03-10,BRK-1092,62,1
2025-03-17,BRK-1092,36,0
2025-03-24,BRK-1092,41,0
2025-03-31,BRK-1092,27,0
2025-04-07,BRK-1092,37,0
2025-04-14,BRK-1092,45,0
2025-04-21,BRK-1092,44,0
2025-04-28,BRK-1092,46,0
2025-05-05,BRK-1092,29,0
2025-05-12,BRK-1092,45,0
2025-05-19,BRK-1092,46,0
2025-05-26,BRK-1092,110,1
2025-06-02,BRK-1092,53,0
2025-06-09,BRK-1092,42,0
2025-06-16,BRK-1092,54,0
2025-06-23,BRK-1092,38,0
2025-06-30,BRK-1092,31,0
2025-07-07,BRK-1092,51,0
2025-07-14,BRK-1092,47,0
2025-07-21,BRK-1092,93,1
2025-07-28,BRK-1092,40,0
2025-08-04,BRK-1092,100,1
2025-08-11,BRK-1092,40,0
2025-08-18,BRK-1092,56,0
2025-08-25,BRK-1092,51,0
2025-09-01,BRK-1092,31,0
2025-09-08,BRK-1092,49,0
2025-09-15,BRK-1092,38,0
2025-09-22,BRK-1092,43,0
2025-09-29,BRK-1092,35,0
2025-10-06,BRK-1092,56,0
2025-10-13,BRK-1092,43,0
2025-10-20,BRK-1092,41,0
2025-10-27,BRK-1092,52,0
2025-11-03,BRK-1092,45,0
2025-11-10,BRK-1092,43,0
2025-11-17,BRK-1092,43,0
2025-11-24,BRK-1092,45,0
2025-12-01,BRK-1092,26,0
2025-12-08,BRK-1092,31,0
2025-12-15,BRK-1092,55,1
2025-12-22,BRK-1092,24,0
2025-12-29,BRK-1092,36,0
2026-01-05,BRK-1092,31,0
2026-01-12,BRK-1092,59,1
2026-01-19,BRK-1092,37,0
2026-01-26,BRK-1092,30,0
2026-02-02,BRK-1092,21,0
2026-02-09,BRK-1092,37,0
2026-02-16,BRK-1092,38,0
2026-02-23,BRK-1092,29,0
2026-03-02,BRK-1092,33,0
2026-03-09,BRK-1092,35,0
2026-03-16,BRK-1092,35,0
2026-03-23,BRK-1092,35,0
2026-03-30,BRK-1092,50,0
2026-04-06,BRK-1092,69,1
2026-04-13,BRK-1092,50,0
2026-04-20,BRK-1092,72,1
2026-04-27,BRK-1092,44,0
2026-05-04,BRK-1092,107,1
2026-05-11,BRK-1092,30,0
2026-05-18,BRK-1092,55,0
2026-05-25,BRK-1092,68,0
2026-06-01,BRK-1092,45,0
2026-06-08,BRK-1092,54,0
2024-12-16,CHN-1005,7,0
2024-12-23,CHN-1005,12,1
2024-12-30,CHN-1005,11,0
2025-01-06,CHN-1005,9,0
2025-01-13,CHN-1005,13,0
2025-01-20,CHN-1005,8,0
2025-01-27,CHN-1005,13,0
2025-02-03,CHN-1005,11,0
2025-02-10,CHN-1005,12,0
2025-02-17,CHN-1005,9,0
2025-02-24,CHN-1005,10,0
2025-03-03,CHN-1005,13,0
2025-03-10,CHN-1005,7,0
2025-03-17,CHN-1005,12,0
2025-03-24,CHN-1005,8,0
2025-03-31,CHN-1005,8,0
2025-04-07,CHN-1005,11,0
2025-04-14,CHN-1005,11,0
2025-04-21,CHN-1005,19,0
2025-04-28,CHN-1005,12,0
2025-05-05,CHN-1005,18,0
2025-05-12,CHN-1005,18,0
2025-05-19,CHN-1005,9,0
2025-05-26,CHN-1005,12,0
2025-06-02,CHN-1005,16,0
2025-06-09,CHN-1005,13,0
2025-06-16,CHN-1005,11,0
2025-06-23,CHN-1005,19,0
2025-06-30,CHN-1005,18,0
2025-07-07,CHN-1005,31,1
2025-07-14,CHN-1005,15,0
2025-07-21,CHN-1005,17,0
2025-07-28,CHN-1005,23,0
2025-08-04,CHN-1005,20,0
2025-08-11,CHN-1005,19,0
2025-08-18,CHN-1005,29,1
2025-08-25,CHN-1005,10,0
2025-09-01,CHN-1005,26,1
2025-09-08,CHN-1005,7,0
2025-09-15,CHN-1005,15,0
2025-09-22,CHN-1005,15,0
2025-09-29,CHN-1005,15,0
2025-10-06,CHN-1005,19,0
2025-10-13,CHN-1005,22,0
2025-10-20,CHN-1005,16,0
2025-10-27,CHN-1005,34,1
2025-11-03,CHN-1005,12,0
2025-11-10,CHN-1005,14,0
2025-11-17,CHN-1005,11,0
2025-11-24,CHN-1005,14,0
2025-12-01,CHN-1005,17,0
2025-12-08,CHN-1005,8,0
2025-12-15,CHN-1005,10,0
2025-12-22,CHN-1005,26,1
2025-12-29,CHN-1005,12,0
2026-01-05,CHN-1005,9,0
2026-01-12,CHN-1005,18,0
2026-01-19,CHN-1005,17,0
2026-01-26,CHN-1005,17,0
2026-02-02,CHN-1005,17,0
2026-02-09,CHN-1005,18,0
2026-02-16,CHN-1005,16,0
2026-02-23,CHN-1005,16,0
2026-03-02,CHN-1005,14,0
2026-03-09,CHN-1005,15,0
2026-03-16,CHN-1005,20,0
2026-03-23,CHN-1005,23,0
2026-03-30,CHN-1005,21,0
2026-04-06,CHN-1005,20,0
2026-04-13,CHN-1005,24,0
2026-04-20,CHN-1005,37,1
2026-04-27,CHN-1005,19,0
2026-05-04,CHN-1005,20,0
2026-05-11,CHN-1005,12,0
2026-05-18,CHN-1005,19,0
2026-05-25,CHN-1005,18,0
2026-06-01,CHN-1005,23,0
2026-06-08,CHN-1005,24,0
2024-12-16,CHN-1043,38,0
2024-12-23,CHN-1043,34,0
2024-12-30,CHN-1043,36,0
2025-01-06,CHN-1043,69,1
2025-01-13,CHN-1043,43,0
2025-01-20,CHN-1043,32,0
2025-01-27,CHN-1043,49,0
2025-02-03,CHN-1043,40,0
2025-02-10,CHN-1043,48,0
2025-02-17,CHN-1043,97,1
2025-02-24,CHN-1043,49,0
2025-03-03,CHN-1043,39,0
2025-03-10,CHN-1043,91,1
2025-03-17,CHN-1043,43,0
2025-03-24,CHN-1043,71,1
2025-03-31,CHN-1043,37,0
2025-04-07,CHN-1043,54,0
2025-04-14,CHN-1043,34,0
2025-04-21,CHN-1043,43,0
2025-04-28,CHN-1043,55,0
2025-05-05,CHN-1043,59,0
2025-05-12,CHN-1043,33,0
2025-05-19,CHN-1043,46,0
2025-05-26,CHN-1043,31,0
2025-06-02,CHN-1043,41,0
2025-06-09,CHN-1043,36,0
2025-06-16,CHN-1043,31,0
2025-06-23,CHN-1043,38,0
2025-06-30,CHN-1043,39,0
2025-07-07,CHN-1043,29,0
2025-07-14,CHN-1043,29,0
2025-07-21,CHN-1043,45,1
2025-07-28,CHN-1043,27,0
2025-08-04,CHN-1043,27,0
2025-08-11,CHN-1043,29,0
2025-08-18,CHN-1043,27,0
2025-08-25,CHN-1043,23,0
2025-09-01,CHN-1043,22,0
2025-09-08,CHN-1043,24,0
2025-09-15,CHN-1043,24,0
2025-09-22,CHN-1043,30,0
2025-09-29,CHN-1043,29,0
2025-10-06,CHN-1043,33,0
2025-10-13,CHN-1043,35,0
2025-10-20,CHN-1043,33,0
2025-10-27,CHN-1043,41,0
2025-11-03,CHN-1043,32,0
2025-11-10,CHN-1043,38,0
2025-11-17,CHN-1043,101,1
2025-11-24,CHN-1043,46,0
2025-12-01,CHN-1043,40,0
2025-12-08,CHN-1043,42,0
2025-12-15,CHN-1043,45,0
2025-12-22,CHN-1043,34,0
2025-12-29,CHN-1043,38,0
2026-01-05,CHN-1043,57,0
2026-01-12,CHN-1043,31,0
2026-01-19,CHN-1043,46,0
2026-01-26,CHN-1043,41,0
2026-02-02,CHN-1043,53,0
2026-02-09,CHN-1043,56,0
2026-02-16,CHN-1043,46,0
2026-02-23,CHN-1043,30,0
2026-03-02,CHN-1043,51,0
2026-03-09,CHN-1043,46,0
2026-03-16,CHN-1043,47,0
2026-03-23,CHN-1043,39,0
2026-03-30,CHN-1043,38,0
2026-04-06,CHN-1043,53,0
2026-04-13,CHN-1043,48,0
2026-04-20,CHN-1043,52,0
2026-04-27,CHN-1043,37,0
2026-05-04,CHN-1043,56,0
2026-05-11,CHN-1043,35,0
2026-05-18,CHN-1043,46,0
2026-05-25,CHN-1043,33,0
2026-06-01,CHN-1043,40,0
2026-06-08,CHN-1043,47,0
2024-12-16,BRK-1040,7,0
2024-12-23,BRK-1040,5,0
2024-12-30,BRK-1040,19,1
2025-01-06,BRK-1040,4,0
2025-01-13,BRK-1040,6,0
2025-01-20,BRK-1040,14,0
2025-01-27,BRK-1040,11,0
2025-02-03,BRK-1040,13,0
2025-02-10,BRK-1040,14,0
2025-02-17,BRK-1040,13,0
2025-02-24,BRK-1040,24,1
2025-03-03,BRK-1040,19,0
2025-03-10,BRK-1040,16,0
2025-03-17,BRK-1040,24,1
2025-03-24,BRK-1040,17,0
2025-03-31,BRK-1040,20,0
2025-04-07,BRK-1040,12,0
2025-04-14,BRK-1040,19,0
2025-04-21,BRK-1040,18,0
2025-04-28,BRK-1040,14,0
2025-05-05,BRK-1040,21,0
2025-05-12,BRK-1040,15,0
2025-05-19,BRK-1040,13,0
2025-05-26,BRK-1040,19,0
2025-06-02,BRK-1040,20,0
2025-06-09,BRK-1040,14,0
2025-06-16,BRK-1040,13,0
2025-06-23,BRK-1040,12,0
2025-06-30,BRK-1040,15,0
2025-07-07,BRK-1040,16,0
2025-07-14,BRK-1040,8,0
2025-07-21,BRK-1040,15,0
2025-07-28,BRK-1040,10,0
2025-08-04,BRK-1040,13,0
2025-08-11,BRK-1040,15,0
2025-08-18,BRK-1040,17,0
2025-08-25,BRK-1040,9,0
2025-09-01,BRK-1040,7,0
2025-09-08,BRK-1040,16,0
2025-09-15,BRK-1040,12,0
2025-09-22,BRK-1040,16,0
2025-09-29,BRK-1040,10,0
2025-10-06,BRK-1040,11,0
2025-10-13,BRK-1040,16,0
2025-10-20,BRK-1040,18,0
2025-10-27,BRK-1040,10,0
2025-11-03,BRK-1040,16,0
2025-11-10,BRK-1040,13,0
2025-11-17,BRK-1040,12,0
2025-11-24,BRK-1040,14,0
2025-12-01,BRK-1040,5,0
2025-12-08,BRK-1040,10,0
2025-12-15,BRK-1040,9,0
2025-12-22,BRK-1040,11,0
2025-12-29,BRK-1040,10,0
2026-01-05,BRK-1040,30,1
2026-01-12,BRK-1040,15,0
2026-01-19,BRK-1040,13,0
2026-01-26,BRK-1040,8,0
2026-02-02,BRK-1040,12,0
2026-02-09,BRK-1040,16,0
2026-02-16,BRK-1040,25,1
2026-02-23,BRK-1040,22,0
2026-03-02,BRK-1040,18,0
2026-03-09,BRK-1040,19,0
2026-03-16,BRK-1040,10,0
2026-03-23,BRK-1040,14,0
2026-03-30,BRK-1040,24,0
2026-04-06,BRK-1040,34,1
2026-04-13,BRK-1040,26,0
